DURAK_ADI,display_name
Millet Cad.,"Hürriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
İsmetpaşa Cad.,"Ulus Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Sultan Murat Cad.,"Murat Çeşme Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
İsmetpaşa Cad.,"Ulus Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
TURBAN CAD,"Kumköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ESKİ LONDRA ASFALTI CADDESİ,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
B.EVLER OTO SANAYİ,
YAYLA,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
450 Konutlar Cad.,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
450 Konutlar Cad.,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
Olimpiyat Cad.,"Hürriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
Dünya Sk.,"Yeni Mahalle, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
Ankara Cad.,"İçmeler Mahallesi, İstanbul, Marmara Bölgesi, 34947, Türkiye"
10.Yol Sk.,"Orhanlı Mahallesi, İstanbul, Marmara Bölgesi, 34956, Türkiye"
Aydınlı Yolu Cad.,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
Üniversite Cad.,"Orta Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Mahmutbey Cad.,
Erzincan Cad.,"Fevzi Çakmak Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34899, Türkiye"
Erzincan Cad.,"Fevzi Çakmak Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34899, Türkiye"
Hürriyet Bulvarı,"Başak Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
Hürriyet Bulvarı,"Başakşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
GÖÇMEN KONUTLARI,"Başakşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
İkitelli Cad.,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
GALVO TEKNİK CAMİİ,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Gözdağı Cad.,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
Dolayoba Cad.,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
Tünel Sk.,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
Farabi Cad.,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
Daday Sk.,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
Amasya Sk.,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
İnönü Cad.,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
İnönü Cad.,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
İnönü Cad.,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
Dolayoba Cad.,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
Adnan Menderes Bulvarı,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
Mostar Bulvarı,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
Yalı Sk.,"Yakacık Yeni Mahalle, Kartal, İstanbul, Marmara Bölgesi, 34882, Türkiye"
Yalı Sk.,"Yakacık Yeni Mahalle, Kartal, İstanbul, Marmara Bölgesi, 34882, Türkiye"
Yalı Sk.,"Yakacık Yeni Mahalle, Kartal, İstanbul, Marmara Bölgesi, 34882, Türkiye"
İSTOÇ YOLU,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Safa Cad.,"Sülüntepe Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
Ertuğrulgazi Cad.,"Ertuğrul Gazi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34909, Türkiye"
YUNUS EMRE,"İstasyon Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
HALKALI MEYDAN,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
Hatboyu Cad.,"Yayla Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Şehitler Cad.,"İstasyon Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Hatboyu Cad.,"Evliya Çelebi Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34944, Türkiye"
Akasya Sk.,"Batı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
Kubilay Cad.,"Topselvi Mahalesi, Kartal, İstanbul, Marmara Bölgesi, 34873, Türkiye"
Yeni Mithatpaşa Cad.,"Yeni Mahalle, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
Yeni Mithatpaşa Cad.,"Sapanbağları Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
KOMİK HASAN EFENDİ CADDESİ,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
BÜLENT ECEVİT OKULU,"Şirinevler Mahallesi, İstanbul, Marmara Bölgesi, 34188, Türkiye"
AKASYA PARKI,
Mustafa Kemal Atatürk 1 Cad.,"Bahçelievler Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Bağlantı Yolu,"Bahçelievler Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
İstiklal Cad.,"Ulus Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
İstiklal Cad.,"Hürriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
Vatan Cad.,"Ulus Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
YEŞİLCE MAHALLESİ,"Yeşilce Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34418, Türkiye"
HALİL RAHMAN CAMİİ,"Yeşilce Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34418, Türkiye"
BAŞARI OKULU,"Sultan Selim Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
SANAYİ MAHALLESİ,"Konaklar Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34330, Türkiye"
4.LEVENT,"Konaklar Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34330, Türkiye"
YAHYA KEMAL,"Yahya Kemal Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
POLİS LOJMANLARI,"Seyrantepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YAZICIOĞLU KAVŞAĞI,
RADAR,"Yenibosna Merkez Mahallesi, İstanbul, Marmara Bölgesi, 34197, Türkiye"
TOZKOPARAN MAHALLESİ,"Tozkoparan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KALE CENTER,"Güngören Merkez Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34164, Türkiye"
AKINCILAR MAHALLESİ,"Akıncılar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÜVEN MAHALLESİ,"Güven Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34160, Türkiye"
ONUR SİTESİ,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
KAZIM KARABEKİR OKULU,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
KILIÇ ALİ SOKAK,"Soğanlı Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34183, Türkiye"
Çatalca Yolu Cad.,"Mimar Sinan Merkez Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
İsmetpaşa Cad.,"Ulus Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Eğitim Sk.,"Hürriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
KILIÇ ALİ SOKAK,"Soğanlı Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34183, Türkiye"
BASIN SİTESİ CAMİİ,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
FERİT SELİM PAŞA CADDESİ,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
FERİT SELİM PAŞA CADDESİ,"Soğanlı Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34183, Türkiye"
HZ ÖMER CAMİİ,"Soğanlı Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34183, Türkiye"
ÇEŞME,"Mehmet Nesih Özmen Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye"
KOCASİNAN MEZARLIĞI,
KARADENİZ PARKI,
KOMİK HASAN EFENDİ CADDESİ,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
30 AĞUSTOS CADDESİ,"Yunus Emre Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BAYBARS SOKAK,"Yunus Emre Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ANADOLU MAH,"Anadolu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GAZİOSMANPAŞA MEYDAN,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
BOSNA ÇUKURÇEŞME,"Yıldırım Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
VIALAND,"Yeşilpınar Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34065, Türkiye"
Akören Cad.,"Alipaşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Akören Cad.,"Yeni Mahalle, İstanbul, Marmara Bölgesi, Türkiye"
AĞAÇLI,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
GÜLBAHÇE,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
YAKUPLU,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
KARANFİL,"Bahçeşehir 1. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
ATATÜRK İÖO,"Kirazlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TAVUKCU DERESİ,"Cumhuriyet Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34186, Türkiye"
Y.SELİM MAH.,"Mareşal Fevzi Çakmak Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HALİTPAŞA CADDESİ,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
KADİFE,"Yenidoğan Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
GÜNER AKIN LİSESİ,"Piri Paşa Mahallesi, İstanbul, Marmara Bölgesi, 34445, Türkiye"
ARITMA TESİSLERİ,"Mimar Sinan Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
DİŞ POLİKLİNİĞİ,"Kaptanpaşa Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34385, Türkiye"
B.ŞEHİR POLİS MERKEZ,"Bahçeşehir 1. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
MİMAR.K.BULVARI,"Başakşehir Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
MEVLANA MAHALLESİ,"Mevlana Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
AKŞEMSETTİN BULVARI,"Mevlana Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
EDİRNEKAPI KALEBOYU,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
AYAZMA İÖO,"Yunus Emre Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TURNA SOKAK,"Cevatpaşa Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
KERESTECİLER SİTESİ,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
ARNAVUTKÖY ESENTEPE,"Mustafa Kemal Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
643.SK,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
MADEN DERESİ,"Maden Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Ali Çebi Cad.,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
Fatih Sultan Mehmet Cad.,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
Başkent Cad.,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
Prof. Muammer Aksoy Cad.,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
Prof. Muammer Aksoy Cad.,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
Prof. Muammer Aksoy Cad.,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
Prof. Muammer Aksoy Cad.,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
Prof. Muammer Aksoy Cad.,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
48. Sk.,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
48. Sk.,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
48. Sk.,"Gökalp Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
48. Sk.,"Yenidoğan Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
48. Sk.,"Yenidoğan Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
Meydan Sk.,"Yenidoğan Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
14. Sk.,"Nuripaşa Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34025, Türkiye"
İLYASZADE CAMİİ,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
Aksu Cad.,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
Aksu Cad.,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
Aksu Cad.,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
Aksu Cad.,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
Aksu Cad.,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
Aksu Cad.,"Kartaltepe Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34145, Türkiye"
İETT Zeytinburnu Durağı Peronları İç Yolu,"Osmaniye Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34146, Türkiye"
Yan Yol Sk.,"Osmaniye Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34146, Türkiye"
Adnan Kahveci Cad.,"Fatih Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
D-100 Güney Yanyol 1,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
Parmaksız Cad.,"Atatürk Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
Hilal 86 Cad.,"Atatürk Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
ZEYTİNBURNU İSTASYON,"Nuripaşa Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34025, Türkiye"
İNCİRLİ CAD.,"Bekirli Mahallesi, Silivri, İstanbul, Marmara Bölgesi, Türkiye"
ÇATALCA CAD.,"Bekirli Mahallesi, Silivri, İstanbul, Marmara Bölgesi, Türkiye"
GÖKUN CAD.,"Fener Mahallesi, Silivri, İstanbul, Marmara Bölgesi, Türkiye"
GÖKYÜZÜ CAD.,"Beyciler Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34594, Türkiye"
İSTASYON CAD.,"Beyciler Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34594, Türkiye"
ANADOLU HASTANESİ,"Mimar Sinan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TURGUT ÖZAL BULVARI,"Alibey Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İNÖNÜ CADDESİ,"Piri Mehmet Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Gürhan Cad.,
BÜYÜKYALI CADDESİ,
BÜYÜKYALI CADDESİ,"Balaban Mahallesi, Silivri, İstanbul, Marmara Bölgesi, Türkiye"
BÜYÜKYALI CADDESİ,"Balaban Mahallesi, Silivri, İstanbul, Marmara Bölgesi, Türkiye"
BÖLGE TRAFİK,"Piri Mehmet Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
D-100 Karayolu,"Sancaktepe Mahallesi, Silivri, İstanbul, Marmara Bölgesi, Türkiye"
Yavuz Sk.,"Piri Mehmet Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Burhan Soyaslan Cad.,"Piri Mehmet Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KANUNİ SULTAN SÜLEYMAN HASTANESİ,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
HASTANE YOLU,"Atakent Mahallesi, İstanbul, Marmara Bölgesi, 34307, Türkiye"
ZAFER SK,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
BARBAROS CADDESİ,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
OKUL,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
KÜÇÜKÇEKMECE BELEDİYE,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
İSTASYON,"İstasyon Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
GÜMRÜK,"İstasyon Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
SEFAKÖY,"Kartaltepe Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
SÜVARİ CADDESİ,"Kartaltepe Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
BAĞLAR CADDESİ,"Kemalpaşa Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
KOCATEPE,"Yeni Mahalle, Küçükçekmece, İstanbul, Marmara Bölgesi, 34290, Türkiye"
EMSAL SK,"Sultan Murat Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
SULTAN MURAT,"Sultan Murat Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Şen,"Sultan Murat Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
ANADOLU,"Fevzi Çakmak Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
FEVZİ ÇAKMAK,"Söğütlü Çeşme Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
LEYLEK CADDESİ,"Kanarya Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SÖĞÜTLÜÇEŞME,"Söğütlü Çeşme Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
YAVUZ SELİM,"Yeni Mahalle, Küçükçekmece, İstanbul, Marmara Bölgesi, 34290, Türkiye"
SOĞUKSU,"Fatih Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
YENİYOL,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
ANTİKALAR,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
KUYULU,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
KUYULU,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
MİMARSİNAN,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
HÜRRİYET,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
AKINCI,"Gültepe Mahallesi, İstanbul, Marmara Bölgesi, 34295, Türkiye"
TURGUT REİS,"Cennet Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
PAZAR YOLU,"Kanarya Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ATATÜRK CADDESİ,"Söğütlü Çeşme Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
EYÜP SULTAN BULVARI,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
BAHARİYE,"Merkez Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 0000, Türkiye"
ÇELTİK,"Merkez Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 0000, Türkiye"
SİLAHTARAĞA CADDESİ,"Sakarya Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
HAZRETİ ÖMER CAMİİ,"Arnavutköy Merkez Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
141. SOKAK,"İsmetpaşa Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
DURSUNKÖY SAPAĞI,"Dursunköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KAYNARCA YANYOL,"Fevzi Çakmak Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34899, Türkiye"
ÜMR. İZCİLİK KAMPI,"Hekimbaşı Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ERZİNCAN SOKAK,"Elmalıkent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
DEVRAN SOKAK,"Esentepe Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34870, Türkiye"
KÖY HİZMETLERİ,"Esentepe Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34870, Türkiye"
SAKIZAĞACI,"Acıbadem Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34718, Türkiye"
SAKIZAĞACI,"Acıbadem Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34718, Türkiye"
MALTEPE SAHİL,"Yalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HUZUR SOKAK,"Zümrütevler Mahallesi, İstanbul, Marmara Bölgesi, 34852, Türkiye"
BERRAK SİTESİ,"Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
BERRAK SİTESİ,"Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ALİ FUAT CEBESOY,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
AKOM,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
AKOM,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
NURTEPE YOLU,"Nurtepe Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
H.ETHEM ÜKTEM İÖO.,"Nurtepe Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
NİŞANTAŞLAR,"Nurtepe Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
NURTEPE,"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
GİRNE CADDESİ,"Hamidiye Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34408, Türkiye"
HİSAR EĞİTİMOKULLARI,"Göktürk Merkez Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34077, Türkiye"
KARAYOLLARI 1.BL.MD.,"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
KARAYOLLARI 1.BL.MD.,"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
KUŞKONMAZ,"Hamidiye Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34408, Türkiye"
YEŞİLCE CADDESİ,"Kuştepe Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
GÜR,"Gürsel Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
TOPKAPI,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
MASKO 2,"Organize Sanayi Bölgesi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇEŞME ALİ SK.,"Bağlar Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, 34212, Türkiye"
NAMIK KEMAL CAD.,"Malkoçoğlu Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
FATİH CAD.,"Mehmet Nesih Özmen Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye"
MEHMET AKİF ERSOY CAD.,"Tuna Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
ANAFARTALAR SK.,"Baltalimanı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34470, Türkiye"
İSTİNYE BAYIR CAD.,"Emirgan Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34467, Türkiye"
HAVANTEPE SK.,"Yeni Mahalle, İstanbul, Marmara Bölgesi, Türkiye"
İSTİNYE BAYIRI CAD.,"Reşitpaşa Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34467, Türkiye"
Yoğurthane Cad.,"Güzelce Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Sinan Sk.,"Mimaroba Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Sinan Sk.,"Mimaroba Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
D-100 Karayolu,"Mimar Sinan Merkez Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Aydınlar Cad.,"Güzelce Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Anı Sk.,"Güzelce Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Bağlantı Yolu,"Bahçelievler Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
İstanbul Cad.,"Yenimahalle Mahallesi, İstanbul, Marmara Bölgesi, 34530, Türkiye"
